Droplet diameter [m],Impact velocity [m/s],Density [kg/m3],Surface Tension [N/m],Dynamic Viscosity [Pa s],Distance between adjacent laser beam passes [µm],Average depth of micro-channels [µm],Reynolds number,Weber number
0.002341923,1.183915174,1199.41435,0.06691931,0.036890972,800,25,90.14512651,58.83442092
0.002493919,1.180963984,1045.0688,0.07106668,0.001587021,600,6,1939.462094,51.14869064
0.002274758,0.955308212,1230.6815,0.06577659,0.152918067,400,25,17.4890263,38.84155316
0.002307666,1.604156966,1230.239625,0.065701673,0.147132715,50,6,30.95282975,111.1936646
0.002371693,0.952280926,1151.348,0.06742348,0.008610586,800,25,301.9933986,36.72688319
0.002330262,1.183784054,1230.302,0.06571236,0.147945596,800,6,22.93966004,61.13845215
0.002336022,0.543705304,1152.266,0.067623358,0.009107103,200,6,160.6989555,11.7668476
0.002308873,0.952756211,1230.6815,0.06577659,0.152918067,50,6,17.70389058,39.21371165
0.002294395,0.516859698,1231.2015,0.06586251,0.159808968,600,25,9.136268555,11.45788332
0.002325522,1.599381974,1199.2114,0.06689444,0.036419641,600,25,122.4708501,106.642562
0.002322875,0.941386114,1230.6815,0.06577659,0.152918067,200,6,17.59869997,38.51552491
0.002326837,1.185323865,1230.302,0.06571236,0.147945596,200,6,22.93573705,61.20750912
0.002380426,1.414297537,1152.86,0.067755,0.009443533,600,25,410.9958455,81.01611014
0.002531702,1.199068621,997.2375,0.07246,0.000943923,200,6,3207.146081,50.09576507
0.002310714,0.549583975,1199.3464,0.06691104,0.036733188,800,6,41.46353779,12.51011365
0.002335733,1.594605508,1199.41435,0.06691931,0.036890972,400,6,121.0948188,106.4504411
0.002375156,1.435650286,1152.86,0.067755,0.009443533,200,6,416.2774258,83.29610475
0.002280959,0.973895995,1230.6815,0.06577659,0.152918067,200,25,17.87791951,40.47780963
0.002369217,1.618742058,1152.482,0.067671018,0.009228031,100,6,478.9692797,105.7284023
0.002291161,0.548572665,1199.4826,0.06692756,0.037049434,400,25,40.69135191,12.35699488
0.002505445,1.213027695,997.2375,0.07246,0.000943923,50,6,3210.832662,50.73721473
0.002323873,1.187309506,1230.302,0.06571236,0.147945596,600,6,22.9448928,61.33451765
0.002458478,1.412534274,1045.5648,0.07122908,0.001639917,50,6,2214.085263,72.00421725
0.002372916,1.403046626,1198.74835,0.06683571,0.035343155,800,6,112.9216266,83.78108446
0.002296908,0.530929464,1231.2015,0.06586251,0.159808968,800,6,9.395252593,12.10342149
0.002551587,0.922715412,997.2375,0.07246,0.000943923,200,6,2487.36858,29.8982764
0.002503544,1.594924615,1044.68,0.070939,0.001548471,400,6,2693.863186,93.78507546
0.00228822,1.22396409,1230.302,0.06571236,0.147945596,100,25,23.29035549,64.18000846
0.002303579,1.640701494,1199.7586,0.06696036,0.037690117,100,25,120.3092765,111.1062267
0.002498606,0.514167839,997.2375,0.07246,0.000943923,600,6,1357.265257,9.090920795
0.002502371,1.209555796,997.2375,0.07246,0.000943923,50,6,3197.714675,50.38530021
0.002476866,0.944702735,1045.4432,0.07118932,0.00162653,200,6,1503.959108,32.46223787
0.002311715,1.610102272,1230.239625,0.065701673,0.147132715,200,25,31.12204819,112.2159154
0.002480305,1.414091856,997.2375,0.07246,0.000943923,800,25,3705.481892,68.25909882
0.002299382,1.417875955,1230.745625,0.065787313,0.153762912,100,6,26.09553079,86.47962972
0.002360166,1.415209993,1198.87915,0.06685259,0.035647434,200,6,112.3338118,84.76985036
0.00245733,0.522913755,997.2375,0.07246,0.000943923,100,25,1357.549194,9.24749013
0.002328051,0.947889973,1199.0776,0.06687776,0.036108771,800,6,73.27993074,37.50368715
0.002304685,1.21378208,1230.302,0.06571236,0.147945596,600,25,23.26279552,63.57078894
0.00231824,1.205718265,1199.55115,0.06693579,0.037208576,200,6,90.11145392,60.3963229
0.002461007,1.21380811,1045.22655,0.071118393,0.001603365,50,6,1947.336136,53.28947197
0.002531363,1.624120811,997.2375,0.07246,0.000943923,200,25,4343.450022,91.89489666
0.002394751,1.599429868,1152.32,0.06763525,0.009137186,800,6,483.0435178,104.3736337
0.002301136,1.204006109,1230.302,0.06571236,0.147945596,200,25,23.03990172,62.45457955
0.002380748,1.602340145,1152.482,0.067671018,0.009228031,200,6,476.423513,104.1008463
0.00233781,1.421682979,1230.617625,0.065765873,0.152077865,600,6,26.89484851,88.41730792
0.002332885,0.530938454,1152.158,0.067599618,0.009047234,800,25,157.7370629,11.20855201
0.002456913,0.521767713,1045.10055,0.071077093,0.001590276,400,6,842.4660959,9.834958605
0.002294612,0.938738464,1230.554,0.06575516,0.151242279,800,25,17.52593924,37.84158251
0.002536519,1.616462919,997.2375,0.07246,0.000943923,600,25,4331.774855,91.21575481
0.002499739,1.203928618,997.2375,0.07246,0.000943923,50,6,3179.490376,49.86507612
0.002495146,1.183930868,1045.0688,0.07106668,0.001587021,600,6,1945.290928,51.43129706
0.002333945,0.54556547,1152.266,0.067623358,0.009107103,200,6,161.1053941,11.83696768
0.002357011,1.587442248,1230.1775,0.06569099,0.1463243,400,6,31.45653789,111.2293769
0.002299037,1.423328682,1230.745625,0.065787313,0.153762912,50,6,26.19195339,87.13297432
0.002458589,1.649342352,1044.68,0.070939,0.001548471,200,25,2735.753655,98.49310648
0.002308227,0.549595097,1199.7586,0.06696036,0.037690117,50,6,40.38198831,12.49223826
0.002415177,1.493169925,1045.5648,0.07122908,0.001639917,100,25,2299.255663,79.04257804
0.002313554,1.187802079,1230.302,0.06571236,0.147945596,100,6,22.852484,61.11284065
0.002306098,1.618076195,1199.7586,0.06696036,0.037690117,50,6,118.7799198,108.181178
0.002522044,1.184631894,997.2375,0.07246,0.000943923,800,25,3156.443787,48.71017774
0.002476668,0.941647829,1045.4432,0.07118932,0.00162653,200,6,1498.976024,32.25005434
0.002303911,0.546535083,1199.3464,0.06691104,0.036733188,800,6,41.11211396,12.33527096
0.002326152,1.419444754,1230.617625,0.065765873,0.152077865,800,25,26.71860246,87.69960826
0.002240378,0.949680513,1151.51,0.067458438,0.008696196,50,25,281.7326368,34.4911548
0.002478514,1.198910829,1045.16375,0.071097813,0.001596807,200,6,1944.957218,52.37127789
0.002448783,1.455290625,997.2375,0.07246,0.000943923,100,25,3764.974204,71.37563257
0.002298913,1.624897689,1199.7586,0.06696036,0.037690117,100,25,118.9090641,108.7553654
0.002269286,0.530090043,1231.2015,0.06586251,0.159808968,800,25,9.267589586,11.92008381
0.002306305,0.581758328,1152.266,0.067623358,0.009107103,200,25,169.7586007,13.30019172
0.002490639,1.217545553,997.2375,0.07246,0.000943923,600,25,3203.745884,50.81378126
0.002360457,1.212947707,1152.32,0.06763525,0.009137186,50,6,361.0761868,59.16709792
0.00230551,0.960926475,1199.0776,0.06687776,0.036108771,600,25,73.56848074,38.16918917
0.0024386,1.397806986,997.2375,0.07246,0.000943923,400,25,3601.221136,65.57453669
0.002385702,1.606789708,1152.32,0.06763525,0.009137186,400,6,483.4325541,104.9383609
0.00254766,1.604302815,997.2375,0.07246,0.000943923,100,6,4318.071971,90.24319357
0.002569759,1.587957105,997.2375,0.07246,0.000943923,600,6,4311.150752,89.18056307
0.002327218,1.187994844,1230.302,0.06571236,0.147945596,200,6,22.99118209,61.49372955
0.002470014,0.94546969,1045.4432,0.07118932,0.00162653,200,6,1501.016113,32.42501754
0.002470398,1.222857374,997.2375,0.07246,0.000943923,50,25,3191.572639,50.84154899
0.002277424,0.523980149,1230.239625,0.065701673,0.147132715,100,25,9.977901539,11.70811206
0.002493187,1.415213825,997.2375,0.07246,0.000943923,600,25,3727.682882,68.72254838
0.00240685,1.412561189,1152.86,0.067755,0.009443533,800,6,415.0479622,81.71442443
0.002503196,1.654594205,997.2375,0.07246,0.000943923,100,25,4375.70821,94.31441741
0.002309028,1.429436279,1230.745625,0.065787313,0.153762912,200,6,26.41865205,88.26426401
0.00233764,1.440049798,1230.617625,0.065765873,0.152077865,800,25,27.24032657,90.71001561
0.002327268,1.609618294,1199.41435,0.06691931,0.036890972,400,25,121.791934,108.071224
0.002474452,0.944639722,1045.32,0.071149,0.001613252,800,25,1514.58012,32.44082732
0.002210298,1.195276278,1230.302,0.06571236,0.147945596,50,25,21.96993556,59.1224006
0.002356115,1.601405505,1152.32,0.06763525,0.009137186,400,25,475.837319,102.9435545
0.00250526,1.402761677,997.2375,0.07246,0.000943923,100,6,3712.776282,67.84547814
0.002338393,0.542098542,1152.266,0.067623358,0.009107103,200,6,160.3866972,11.70927722
0.002447832,0.520219068,997.2375,0.07246,0.000943923,50,25,1345.3331,9.117049816
0.002575483,0.905743397,997.2375,0.07246,0.000943923,600,6,2464.483852,29.07832507
0.002364073,0.953498714,1151.348,0.06742348,0.008610586,200,6,301.4081057,36.70257864
0.002333392,1.41915449,1230.617625,0.065765873,0.152077865,600,6,26.79627974,87.9365858
0.002312531,0.543838419,1199.3464,0.06691104,0.036733188,600,6,41.06231821,12.25954037
0.002329034,0.933434793,1230.554,0.06575516,0.151242279,800,6,17.6883464,37.97647011
0.00230995,0.951734117,1230.6815,0.06577659,0.152918067,50,6,17.69314613,39.14787095
0.002315256,1.196628586,1230.302,0.06571236,0.147945596,50,6,23.03923424,62.07009218
0.002478912,1.20010247,1045.0688,0.07106668,0.001587021,600,25,1959.032747,52.50209061
0.002375062,1.405860595,1198.74835,0.06683571,0.035343155,800,6,113.2504255,84.19355529
0.002294568,0.531199756,1231.2015,0.06586251,0.159808968,800,6,9.390460233,12.10340635
0.002331454,0.966055569,1151.51,0.067458438,0.008696196,100,25,298.2410315,37.14176602
0.002324,1.18875439,1230.302,0.06571236,0.147945596,600,6,22.97407189,61.48725229
0.002297731,0.518216396,1231.2015,0.06586251,0.159808968,800,6,9.173568454,11.53485993
0.002300665,1.206564146,1230.302,0.06571236,0.147945596,200,25,23.08412922,62.70741364
0.002443155,0.52908796,1045.03695,0.071056233,0.001583772,400,25,852.9387579,10.05856882
0.002336192,0.538919264,1152.158,0.067599618,0.009047234,600,6,160.3350247,11.56441563
0.002361867,0.952245299,1151.348,0.06742348,0.008610586,600,6,300.7310264,36.5719917
0.002319147,0.923375225,1230.554,0.06575516,0.151242279,600,25,17.42344142,37.00458455
0.00230469,0.967482717,1199.2114,0.06689444,0.036419641,200,25,73.42025204,38.67272077
0.002332164,0.524870451,1152.158,0.067599618,0.009047234,800,25,155.886101,10.95042812
0.002327916,0.540044874,1152.266,0.067623358,0.009107103,50,6,159.0632094,11.56866099
0.002327581,0.935363694,1230.6815,0.06577659,0.152918067,400,6,17.52153788,38.10133356
0.002293007,0.525290173,1231.2015,0.06586251,0.159808968,600,6,9.279673659,11.82755155
0.002340239,1.587821195,1230.1775,0.06569099,0.1463243,800,6,31.24015715,110.4906306
0.00230037,0.532960436,1231.2015,0.06586251,0.159808968,800,6,9.445407222,12.21457966
0.002173932,1.417973499,1230.745625,0.065787313,0.153762912,50,25,24.67349717,81.7726878
0.002337251,1.465336062,1152.86,0.067755,0.009443533,400,25,418.1043388,85.39158656
0.002340466,0.532257422,1152.158,0.067599618,0.009047234,400,6,158.6427939,11.30091625
0.002332747,0.948597409,1199.0776,0.06687776,0.036108771,600,6,73.48252529,37.63543975
0.00243639,1.631657325,1044.68,0.070939,0.001548471,400,25,2681.982619,95.52189955
0.002346625,0.971368593,1151.348,0.06742348,0.008610586,600,25,304.7906118,37.81004391
0.002483939,1.61747383,1044.8112,0.07098212,0.001561216,100,6,2688.766405,95.65425679
0.00228174,1.415746629,1198.87915,0.06685259,0.035647434,50,6,108.6422716,82.01521123
0.002289491,0.961882422,1230.6815,0.06577659,0.152918067,100,25,17.72342939,39.63302247
0.002342185,1.593489347,1199.41435,0.06691931,0.036890972,400,6,121.3443279,106.5951117
0.002482698,1.414369002,1045.32,0.071149,0.001613252,400,6,2275.273645,72.96756122
0.002312314,1.218005099,1199.55115,0.06693579,0.037208576,200,6,90.79701947,61.47596581
0.002321488,1.597764868,1044.8112,0.07098212,0.001561216,50,25,2482.299702,87.23304824
0.002350678,1.589482213,1199.2114,0.06689444,0.036419641,800,6,123.0293886,106.4658139
0.002354477,1.211126759,1152.32,0.06763525,0.009137186,50,6,359.6207573,58.84013953
0.002241656,1.419485266,1230.745625,0.065787313,0.153762912,100,25,25.46927902,84.50005446
0.002423835,1.502434697,1045.5648,0.07122908,0.001639917,100,25,2321.815605,80.31338452
0.002553564,0.918256436,997.2375,0.07246,0.000943923,100,6,2477.266743,29.63295674
0.002213864,1.196820015,1199.55115,0.06693579,0.037208576,50,25,85.41921799,56.82887988
0.002499508,1.599505325,1044.68,0.070939,0.001548471,800,25,2697.245508,94.1725228
0.002280261,0.944912073,1230.6815,0.06577659,0.152918067,100,25,17.34055137,38.09269911
0.002359822,1.221777995,1153.184,0.06782757,0.00963225,600,25,345.1773777,59.89025091
0.002384496,1.600625619,1152.32,0.06763525,0.009137186,800,25,481.3344532,104.0821023
0.002383913,1.601562445,1152.32,0.06763525,0.009137186,600,6,481.4984979,104.1785135
0.002335169,1.20030629,1199.41435,0.06691931,0.036890972,600,25,91.12960005,60.30039961
0.002479396,1.420227978,997.2375,0.07246,0.000943923,800,25,3720.197638,68.82754998
0.00245262,0.959809363,1045.5042,0.07120927,0.00163321,50,6,1506.950727,33.17336422
0.002317655,1.422845995,1152.86,0.067755,0.009443533,400,25,402.576875,79.83620611
0.002357715,1.605868416,1152.482,0.067671018,0.009228031,50,6,472.8531981,103.5482221
0.002446461,0.963174943,1045.5042,0.07120927,0.00163321,100,6,1508.437317,33.32252681
0.002363928,1.2156583,1153.184,0.06782757,0.00963225,400,6,344.0460454,59.39496053
0.002328233,1.179656579,1230.302,0.06571236,0.147945596,800,6,22.83977142,60.65998853
0.002280261,0.53318199,1231.2015,0.06586251,0.159808968,200,6,9.366731983,12.11787405
0.002313637,1.220549093,1199.55115,0.06693579,0.037208576,200,25,91.03872328,61.76836026
0.00234165,0.540752545,1152.266,0.067623358,0.009107103,200,6,160.2112742,11.6674286
0.002305146,0.587409057,1152.266,0.067623358,0.009107103,200,25,171.3213677,13.55300743
0.002243585,1.004942786,1199.2114,0.06689444,0.036419641,50,25,74.24101836,40.61915628
0.002332763,1.259172517,1152.32,0.06763525,0.009137186,100,25,370.4387973,63.01457982
0.00235796,0.951741782,1151.348,0.06742348,0.008610586,800,25,300.0747134,36.47288138
0.002555811,0.920763219,997.2375,0.07246,0.000943923,100,6,2486.215211,29.82118626
0.002397628,1.396819176,1152.86,0.067755,0.009443533,800,25,408.8500487,79.59713074
0.002471679,0.946137153,1045.3818,0.07116923,0.001619878,400,6,1509.172726,32.49997
0.002476166,1.423966717,1045.32,0.071149,0.001613252,600,25,2284.686326,73.76662033
0.002341079,1.194133934,1199.41435,0.06691931,0.036890972,600,6,90.890463,59.83289264
0.002323854,1.211912319,1199.55115,0.06693579,0.037208576,100,6,90.79371822,61.16622293
0.002310065,0.543808434,1199.7586,0.06696036,0.037690117,50,6,39.98863501,12.24030469
0.002216945,1.419220982,1151.186,0.067388658,0.008525818,50,25,424.8291906,76.28052064
0.002491811,1.418348786,997.2375,0.07246,0.000943923,600,25,3733.87902,68.98926492
0.00248238,1.216542689,997.2375,0.07246,0.000943923,200,25,3190.492025,50.56188429
0.00231824,1.214112832,1199.55115,0.06693579,0.037208576,50,6,90.73883646,61.24024459
0.002499886,0.512474037,997.2375,0.07246,0.000943923,200,6,1353.487173,9.035750832
0.002324374,0.952716274,1199.0776,0.06687776,0.036108771,800,6,73.53669984,37.82672199
0.002530357,1.388268824,997.2375,0.07246,0.000943923,600,6,3711.225868,67.11648311
0.002438238,0.978293012,1045.3818,0.07116923,0.001619878,400,25,1539.351678,34.27651949
0.002579636,1.594173366,997.2375,0.07246,0.000943923,400,6,4344.662207,90.22560421
0.002479594,0.944185909,1045.32,0.071149,0.001613252,800,6,1516.998049,32.47700726
0.002449383,0.958726836,1045.5042,0.07120927,0.00163321,50,6,1503.264102,33.0548852
0.002503741,1.590401105,1044.68,0.070939,0.001548471,600,6,2686.434944,93.26120723
0.002225794,1.631982003,1199.2114,0.06689444,0.036419641,600,25,119.6080272,106.2726067
0.002278045,1.435146147,1198.87915,0.06685259,0.035647434,100,25,109.9525983,84.14177317
0.00233526,0.534789395,1152.158,0.067599618,0.009047234,400,6,159.0428541,11.38330908
0.002290017,1.597346162,1199.41435,0.06691931,0.036890972,200,25,118.9287617,104.7260163
0.002324,1.181567684,1230.302,0.06571236,0.147945596,400,6,22.83518038,60.74604776
0.002498663,1.411613172,1045.4432,0.07118932,0.00162653,200,6,2267.053002,73.11805505
0.002532643,0.962175404,997.2375,0.07246,0.000943923,50,25,2574.484704,32.26879889
0.00245851,0.518410948,997.2375,0.07246,0.000943923,200,25,1346.505423,9.093278763
0.002328806,1.606240141,1199.41435,0.06691931,0.036890972,200,6,121.6166172,107.6891721
0.002321432,1.200400851,1199.55115,0.06693579,0.037208576,400,6,89.83755392,59.94719607
0.002446139,1.468819078,1045.4432,0.07118932,0.00162653,200,25,2309.33972,77.5003002
0.002461711,0.9566479,1045.32,0.071149,0.001613252,600,25,1525.935228,33.09951934
0.002456292,1.457314685,997.2375,0.07246,0.000943923,100,25,3781.772712,71.79380961
0.002362997,1.214710602,1153.184,0.06782757,0.00963225,400,6,343.6424922,59.2790439
0.002495897,1.41107105,997.2375,0.07246,0.000943923,100,6,3720.810468,68.39504883
0.002351148,1.464706111,1152.86,0.067755,0.009443533,200,25,420.4095097,85.82547099
0.00235642,1.180271079,1199.41435,0.06691931,0.036890972,800,6,90.42397111,58.83475983
0.002392223,1.605072919,1152.482,0.067671018,0.009228031,200,6,479.5362352,104.959694
0.002445766,0.52183696,1045.10055,0.071077093,0.001590276,100,6,838.7551528,9.792936537
0.002275924,1.202714503,1152.32,0.06763525,0.009137186,50,25,345.2081201,56.08967115
0.002606672,1.591399242,997.2375,0.07246,0.000943923,800,6,4382.556289,90.85417381
0.002315627,0.946991696,1199.0776,0.06687776,0.036108771,800,6,72.81978331,37.23287231
0.002276463,0.973752954,1230.6815,0.06577659,0.152918067,400,25,17.84005791,40.38615371
0.002464775,1.217267031,1045.22655,0.071118393,0.001603365,100,6,1955.875063,53.67566432
0.002353252,1.587715754,1230.1775,0.06569099,0.1463243,800,6,31.41178129,111.0902558
0.002358597,1.436412743,1151.186,0.067388658,0.008525818,100,6,457.4487429,83.1325234
0.002563659,1.596919329,997.2375,0.07246,0.000943923,800,25,4325.190874,89.97596009
0.002307278,0.956453912,1199.2114,0.06689444,0.036419641,100,6,72.66481051,37.83849324
0.002492951,1.416475362,997.2375,0.07246,0.000943923,600,25,3730.65295,68.83861258
0.002534101,1.200691837,997.2375,0.07246,0.000943923,200,6,3214.530797,50.279087
0.002343453,1.226795847,1153.184,0.06782757,0.00963225,200,25,344.1909252,59.96436254
0.002476787,0.944296451,1045.4432,0.07118932,0.00162653,200,6,1503.264295,32.43328621
0.002370129,0.952188371,1151.348,0.06742348,0.008610586,200,6,301.7648821,36.69552533
0.002347471,1.417978253,1198.74835,0.06683571,0.035343155,600,6,112.8996478,84.65622648
0.002505717,1.598053835,1044.68,0.070939,0.001548471,800,25,2701.491539,94.23517766
0.002302315,1.420599891,1230.745625,0.065787313,0.153762912,100,6,26.17900674,86.92293676
0.002211277,1.195544824,1199.55115,0.06693579,0.037208576,50,25,85.22846855,56.64156049
0.002291386,1.239981692,1199.55115,0.06693579,0.037208576,100,25,91.5986819,63.13775834
0.002312248,1.420646935,1230.745625,0.065787313,0.153762912,50,6,26.29282914,87.30375566
0.00234576,1.403740334,1198.74835,0.06683571,0.035343155,800,25,111.6845278,82.90420135
0.002485513,1.412251472,997.2375,0.07246,0.000943923,800,25,3708.430147,68.22450177
0.002494241,0.500223262,997.2375,0.07246,0.000943923,50,6,1318.148284,8.589470381
0.002366422,1.211033405,1153.184,0.06782757,0.00963225,800,6,343.0987493,59.00608035
0.002473266,1.384952448,1045.32,0.071149,0.001613252,800,25,2219.48737,69.69811068
0.002302963,1.601034101,1230.239625,0.065701673,0.147132715,100,6,30.82961101,110.5354161
0.002323976,1.438118265,1230.745625,0.065787313,0.153762912,200,25,26.75117815,89.91806748
0.002504295,0.956875995,997.2375,0.07246,0.000943923,50,6,2531.646954,31.55709631
0.002325101,1.182271524,1230.302,0.06571236,0.147945596,400,6,22.85961073,60.8472614
0.002396201,1.602789888,1152.32,0.06763525,0.009137186,800,6,484.3513032,104.8760711
0.002503544,1.601968954,1044.68,0.070939,0.001548471,800,25,2705.761232,94.61535023
0.00232311,1.189482865,1230.302,0.06571236,0.147945596,600,6,22.97934787,61.53906116
0.00237313,1.218191256,1153.184,0.06782757,0.00963225,800,6,346.1049967,59.87490751
0.002489053,1.686490236,997.2375,0.07246,0.000943923,50,25,4434.860357,97.43208906
0.002459811,0.522088954,997.2375,0.07246,0.000943923,200,25,1356.77618,9.227646501
0.00244291,0.530841399,1045.03695,0.071056233,0.001583772,400,25,855.6796744,10.12433402
0.002255145,0.552909101,1152.266,0.067623358,0.009107103,50,25,157.7613811,11.74729684
0.002472115,0.938603442,1045.32,0.071149,0.001613252,800,25,1503.480603,31.99730768
0.002308787,0.948427084,1230.6815,0.06577659,0.152918067,100,6,17.62279007,38.85671313
0.002523363,1.188218168,997.2375,0.07246,0.000943923,400,6,3167.655677,49.03118507
0.002279882,1.658179008,1152.482,0.067671018,0.009228031,50,25,472.137926,106.7595317
0.002470315,0.509208729,997.2375,0.07246,0.000943923,600,25,1328.955057,8.815447588
0.002341988,0.527788191,1152.158,0.067599618,0.009047234,400,6,157.4129933,11.1191561
0.00232573,1.609548438,1199.41435,0.06691931,0.036890972,400,25,121.7061384,107.990407
0.002387741,1.428140765,1152.86,0.067755,0.009443533,600,6,416.2941697,82.86373693
0.002289317,0.962874716,1230.6815,0.06577659,0.152918067,100,25,17.7403664,39.71182205
0.002475558,1.612810394,1044.68,0.070939,0.001548471,600,25,2693.621611,94.82829402
0.002345716,1.590840561,1230.1775,0.06569099,0.1463243,600,25,31.3728114,111.1708028
0.002370425,0.948833002,1151.348,0.06742348,0.008610586,800,25,300.7390648,36.44191285
0.002305126,0.548923359,1199.3464,0.06691104,0.036733188,800,6,41.31353943,12.44987397
0.00244574,1.45672258,997.2375,0.07246,0.000943923,100,25,3763.996604,71.42731233
0.002296865,0.973239067,1199.2114,0.06689444,0.036419641,400,25,73.60631473,39.00140465
0.002369156,0.949713157,1151.348,0.06742348,0.008610586,200,6,300.8568944,36.49000824
0.00246305,1.413697159,1045.5648,0.07122908,0.001639917,50,6,2220.028674,72.25694022
0.002240056,1.519497958,1198.87915,0.06685259,0.035647434,50,25,114.4737974,92.75049679
0.002503085,1.176485664,1045.0688,0.07106668,0.001587021,800,6,1939.208817,50.94807605
0.002329732,1.60688443,1152.32,0.06763525,0.009137186,400,25,472.1188296,102.4885402
0.002345372,1.211137871,1153.184,0.06782757,0.00963225,800,25,340.0761767,58.4913038
0.002516942,1.594388864,997.2375,0.07246,0.000943923,200,25,4239.645884,88.05663186
0.002465332,0.509081136,997.2375,0.07246,0.000943923,600,25,1325.941911,8.793256391
0.002284646,1.235683353,1230.302,0.06571236,0.147945596,400,25,23.47662736,65.31273629
0.002495818,1.185136949,1045.16375,0.071097813,0.001596807,200,6,1936.035737,51.53213585
0.002338547,1.592649034,1199.41435,0.06691931,0.036890972,400,6,121.0919878,106.317348
0.002558948,1.610626059,997.2375,0.07246,0.000943923,100,6,4354.298398,91.35895912
0.00230595,0.546685412,1199.3464,0.06691104,0.036733188,800,6,41.15981214,12.35297915
0.002265205,0.533713013,1231.2015,0.06586251,0.159808968,400,25,9.314152918,12.06185283
0.002475442,0.930807443,1045.32,0.071149,0.001613252,800,25,1492.999094,31.51032315
0.002390091,1.412954943,1152.86,0.067755,0.009443533,800,25,412.2729072,81.1906988
0.002353587,1.408607067,1230.617625,0.065765873,0.152077865,800,6,26.82731945,87.38412965
0.002454192,0.525016726,1045.10055,0.071077093,0.001590276,200,6,846.7732333,9.946794911
0.002376162,1.205589263,1153.184,0.06782757,0.00963225,600,6,342.9621409,58.71743309
0.002302077,1.191110012,1230.302,0.06571236,0.147945596,200,25,22.80244409,61.14884397
0.002477684,1.215485758,997.2375,0.07246,0.000943923,200,25,3181.689776,50.37858216
0.002372147,1.624431126,1152.482,0.067671018,0.009228031,50,6,481.2469695,106.6045324
0.002340659,1.421237332,1198.87915,0.06685259,0.035647434,400,6,111.8798569,84.78685825
0.00231242,1.421497014,1230.617625,0.065765873,0.152077865,400,25,26.59927286,87.43415914
0.002548482,0.898461005,997.2375,0.07246,0.000943923,800,25,2419.038769,28.31263534
0.002324588,1.611285104,1230.239625,0.065701673,0.147132715,200,6,31.31834472,113.0066537
0.00246522,0.561969017,1045.16375,0.071097813,0.001596807,50,6,906.7756237,11.44480623
0.0022871,0.527558191,1231.2015,0.06586251,0.159808968,200,6,9.29573003,11.89917199
0.002494552,1.183268201,1045.16375,0.071097813,0.001596807,400,6,1932.002463,51.34369319
0.002466664,1.226827757,997.2375,0.07246,0.000943923,50,25,3197.096252,51.09489823
0.002343145,1.161101789,1199.41435,0.06691931,0.036890972,800,25,88.45421349,56.61838317
0.002299233,1.461764942,1198.87915,0.06685259,0.035647434,400,25,113.0336476,88.10393752
0.002348222,1.424819666,1198.74835,0.06683571,0.035343155,600,6,113.4806587,85.50243782
0.002316228,0.94520975,1230.6815,0.06577659,0.152918067,100,6,17.61961661,38.71792666
0.002384246,1.607620809,1152.32,0.06763525,0.009137186,600,25,483.3874029,104.9828336
0.002333727,1.569466523,1230.1775,0.06569099,0.1463243,600,25,30.79310266,107.6505255
0.002338607,1.415655295,1198.87915,0.06685259,0.035647434,400,6,111.342753,84.04841093
