Sample,Droplet diameter [m],Impact velocity [m/s],Density [kg/m3],Surface Tension [N/m],Dynamic Viscosity [Pa s],Distance between adjacent laser beam passes [µm],Average depth of micro-channels [µm],Reynolds number,Weber number,Contact time [s],Rebound efficiency,Spreading coefficient,Lamella velocity [m/s]
D400,0.002324132,1.251281849,1153.184,0.06782757,0.00963225,400,25,348.1663363,61.86762304,0.011,0.109552234,2.146058733,1.253196931
D400,0.002331348,1.254887733,1153.184,0.06782757,0.00963225,400,25,350.2537653,62.41790606,0.011,0.112286098,2.155542539,1.315856777
D400,0.002318619,1.227990762,1153.184,0.06782757,0.00963225,400,25,340.8751511,59.44453739,0.0112,0.112032981,2.156566308,1.315856777
D400,0.00234844,1.233561537,1153.184,0.06782757,0.00963225,400,25,346.8255206,60.75658773,0.011,0.113903809,2.134518523,1.347186701
D400,0.002351843,1.230444304,1153.184,0.06782757,0.00963225,400,25,346.4504436,60.53751507,0.011,0.113537598,2.110115309,1.253196931
D600,0.002358508,1.225371685,1153.184,0.06782757,0.00963225,600,25,345.9999337,60.2095477,0.0122,0.103727206,2.109465836,1.503836317
D600,0.002360033,1.230605873,1153.184,0.06782757,0.00963225,600,25,347.7026435,60.76429792,0.0116,0.104850383,2.102792121,1.503836317
D600,0.00236105,1.221510712,1153.184,0.06782757,0.00963225,600,25,345.2815003,59.89521088,0.012,0.104261551,2.123117965,1.253196931
D600,0.002357617,1.217885677,1153.184,0.06782757,0.00963225,600,25,343.7563345,59.45367996,0.017,0.053513888,2.104946989,1.315856777
D600,0.002359822,1.221777995,1153.184,0.06782757,0.00963225,600,25,345.1773777,59.89025091,0.012,0.107574304,2.118912553,1.284526854
D800,0.002353798,1.222360381,1153.184,0.06782757,0.00963225,800,25,344.4603518,59.79433142,0.0148,0.072748929,2.11901124,1.347186701
D800,0.002354307,1.222003907,1153.184,0.06782757,0.00963225,800,25,344.4344614,59.77240078,0.0156,0.060079662,2.086614536,1.221867008
D800,0.002343837,1.220234659,1153.184,0.06782757,0.00963225,800,25,342.4062022,59.33439073,0.0204,0.036730255,2.095935746,1.284526854
D800,0.002351375,1.226982319,1153.184,0.06782757,0.00963225,800,25,345.4069689,60.18536633,0.0162,0.067416375,2.099875733,1.253196931
D800,0.002345372,1.211137871,1153.184,0.06782757,0.00963225,800,25,340.0761767,58.4913038,0.0154,0.069130506,2.115936961,1.347186701
S50,0.002354477,1.211126759,1152.32,0.06763525,0.009137186,50,6,359.6207573,58.84013953,0.011,0.117531997,2.102431834,1.347186701
S50,0.002356896,1.213806291,1152.32,0.06763525,0.009137186,50,6,360.7867202,59.16151281,0.011,0.116904708,2.100273804,1.315856777
S50,0.002368533,1.216782978,1152.32,0.06763525,0.009137186,50,6,363.4572206,59.74557838,0.0114,0.115189048,2.105827904,1.409846547
S50,0.002360457,1.212947707,1152.32,0.06763525,0.009137186,50,6,361.0761868,59.16709792,0.011,0.119523011,2.113033012,1.284526854
S50,0.002357957,1.212181888,1152.32,0.06763525,0.009137186,50,6,360.4659768,59.02981378,0.0108,0.120060888,2.104644152,1.284526854
S100,0.002364182,1.198775741,1152.32,0.06763525,0.009137186,100,6,357.4204757,57.88375772,0.011,0.114698516,2.072598857,1.441176471
S100,0.002368618,1.207263669,1152.32,0.06763525,0.009137186,100,6,360.6266241,58.8165113,0.011,0.116648507,2.084589502,1.284526854
S100,0.002370685,1.206443269,1152.32,0.06763525,0.009137186,100,6,360.6961151,58.7878683,0.011,0.118784885,2.093344018,1.253196931
S100,0.002368153,1.209696157,1152.32,0.06763525,0.009137186,100,6,361.2823997,59.04218879,0.0112,0.113988273,2.07970639,1.347186701
S100,0.002374478,1.200434854,1152.32,0.06763525,0.009137186,100,6,359.4739191,58.29688184,0.0114,0.116876504,2.09527821,1.472506394
S200,0.002351333,1.211448978,1153.184,0.06782757,0.00963225,200,6,341.0280216,58.6700829,0.0118,0.103878189,2.089254246,1.409846547
S200,0.002364224,1.212054066,1153.184,0.06782757,0.00963225,200,6,343.0689618,59.05068356,0.0124,0.100630411,2.083163123,1.409846547
S200,0.002361516,1.209496198,1153.184,0.06782757,0.00963225,200,6,341.9528297,58.73435686,0.0126,0.099352274,2.090858734,1.253196931
S200,0.002364985,1.212510193,1153.184,0.06782757,0.00963225,200,6,343.3085491,59.11416032,0.0112,0.110792443,2.098389623,1.472506394
S200,0.00236714,1.210804996,1153.184,0.06782757,0.00963225,200,6,343.1381393,59.00172439,0.0124,0.099007273,2.085890942,1.503836317
S400,0.002362997,1.214710602,1153.184,0.06782757,0.00963225,400,6,343.6424922,59.2790439,0.012,0.103991893,2.094851401,1.221867008
S400,0.00236452,1.212311871,1153.184,0.06782757,0.00963225,400,6,343.1848951,59.08320293,0.0114,0.110378035,2.109402368,1.347186701
S400,0.002362955,1.216926717,1153.184,0.06782757,0.00963225,400,6,344.2632684,59.494473,0.0118,0.107707384,2.105495945,1.221867008
S400,0.002363928,1.2156583,1153.184,0.06782757,0.00963225,400,6,344.0460454,59.39496053,0.0114,0.108942035,2.094026671,1.315856777
S400,0.002368618,1.221333665,1153.184,0.06782757,0.00963225,400,6,346.3380184,60.06977489,0.012,0.104672742,2.100462011,1.503836317
S600,0.002375993,1.198830964,1153.184,0.06782757,0.00963225,600,6,341.0154045,58.05684852,0.0168,0.063078592,2.067569824,1.347186701
S600,0.002376162,1.205589263,1153.184,0.06782757,0.00963225,600,6,342.9621409,58.71743309,0.012,0.107371604,2.077971448,1.253196931
S600,0.002376498,1.203016491,1153.184,0.06782757,0.00963225,600,6,342.2787249,58.47537214,0.0124,0.102543185,2.093497015,1.315856777
S600,0.002371571,1.203365905,1153.184,0.06782757,0.00963225,600,6,341.6682572,58.38803277,0.0148,0.076507257,2.071425418,1.441176471
S600,0.002369673,1.201864831,1153.184,0.06782757,0.00963225,600,6,340.9689781,58.19584833,0.0128,0.100502643,2.078372912,1.190537084
S800,0.002367098,1.218507581,1153.184,0.06782757,0.00963225,800,6,345.3148648,59.75372962,0.012,0.103813595,2.107105097,1.441176471
S800,0.002361346,1.203880151,1153.184,0.06782757,0.00963225,800,6,340.3406326,58.18600824,0.016,0.070619289,2.096315821,1.253196931
S800,0.002366422,1.211033405,1153.184,0.06782757,0.00963225,800,6,343.0987493,59.00608035,0.0152,0.067329957,2.091819696,1.347186701
S800,0.00237313,1.218191256,1153.184,0.06782757,0.00963225,800,6,346.1049967,59.87490751,0.0136,0.089932181,2.080625873,1.472506394
S800,0.002369251,1.213674127,1153.184,0.06782757,0.00963225,800,6,344.2579632,59.33454238,0.012,0.10382857,2.078743065,1.347186701
D50,0.002220965,1.421100211,1151.186,0.067388658,0.008525818,50,25,426.1631651,76.62136571,0.0106,0.106163852,2.463313831,1.474391805
D50,0.002216945,1.419220982,1151.186,0.067388658,0.008525818,50,25,424.8291906,76.28052064,0.0108,0.096702499,2.456460946,1.631241997
D50,0.002223176,1.425831999,1151.186,0.067388658,0.008525818,50,25,428.0076915,77.20922728,0.0106,0.103146281,2.477797241,1.568501921
D50,0.002227635,1.424485587,1151.186,0.067388658,0.008525818,50,25,428.461201,77.21805094,0.0108,0.106696882,2.489735943,1.505761844
D50,0.002223536,1.421270266,1151.186,0.067388658,0.008525818,50,25,426.7075603,76.72842498,0.0108,0.109721563,2.483038597,1.599871959
D100,0.002331067,1.47573713,1151.186,0.067388658,0.008525818,100,25,464.4866443,86.72244444,0.0112,0.088754316,2.30928496,1.78809219
D100,0.002328701,1.475956994,1151.186,0.067388658,0.008525818,100,25,464.0842808,86.66022995,0.0114,0.090139355,2.322408306,1.756722151
D100,0.002321415,1.445559564,1151.186,0.067388658,0.008525818,100,25,453.1043403,82.86735727,0.0114,0.095237095,2.340507982,1.568501921
D100,0.002326246,1.469462375,1151.186,0.067388658,0.008525818,100,25,461.5551154,85.80869846,0.0114,0.089694969,2.330253185,1.505761844
D100,0.002326892,1.471758196,1151.186,0.067388658,0.008525818,100,25,462.4046536,86.10094826,0.0114,0.089143385,2.324213387,1.725352113
D200,0.002336522,1.444090057,1152.86,0.067755,0.009443533,200,25,411.9136644,82.90746712,0.0108,0.100777217,2.298523459,1.537131882
D200,0.002347607,1.465256747,1152.86,0.067755,0.009443533,200,25,419.9341083,85.76064745,0.0106,0.097780532,2.282325312,1.725352113
D200,0.002343932,1.456410785,1152.86,0.067755,0.009443533,200,25,416.7455217,84.59564354,0.0108,0.098843702,2.301963817,1.474391805
D200,0.002351148,1.464706111,1152.86,0.067755,0.009443533,200,25,420.4095097,85.82547099,0.0108,0.099260631,2.316246545,1.662612036
D200,0.002350253,1.452343876,1152.86,0.067755,0.009443533,200,25,416.702452,84.35069871,0.0106,0.099115928,2.30111204,1.662612036
D400,0.002315232,1.484881793,1152.86,0.067755,0.009443533,400,25,419.6898766,86.85874428,0.0112,0.088273258,2.33591885,1.693982074
D400,0.002317655,1.422845995,1152.86,0.067755,0.009443533,400,25,402.576875,79.83620611,0.0112,0.096534017,2.349718811,1.537131882
D400,0.002337251,1.465336062,1152.86,0.067755,0.009443533,400,25,418.1043388,85.39158656,0.0114,0.086852362,2.335387295,1.756722151
D400,0.00233738,1.450285148,1152.86,0.067755,0.009443533,400,25,413.8326402,83.65103367,0.0112,0.092232585,2.335258747,1.662612036
D400,0.002319255,1.421694989,1152.86,0.067755,0.009443533,400,25,402.5288515,79.7621069,0.0112,0.096033282,2.348098119,1.568501921
D600,0.002379204,1.422247223,1152.86,0.067755,0.009443533,600,25,413.0939486,81.88740302,0.0138,0.067215248,2.257288781,1.662612036
D600,0.002380468,1.412584396,1152.86,0.067755,0.009443533,600,25,410.505267,80.82138877,0.0124,0.085758881,2.292989259,1.725352113
D600,0.002380426,1.414297537,1152.86,0.067755,0.009443533,600,25,410.9958455,81.01611014,0.0138,0.07241598,2.25613049,1.725352113
D600,0.002380257,1.402282763,1152.86,0.067755,0.009443533,600,25,407.4755082,79.63982117,0.0246,0.026582077,2.235203325,1.599871959
D600,0.002368267,1.445518915,1152.86,0.067755,0.009443533,600,25,417.923221,84.20026378,0.0124,0.083556809,2.28360844,1.693982074
D800,0.002402932,1.408158644,1152.86,0.067755,0.009443533,800,25,413.0808485,81.0736669,0.0162,0.052447566,2.360326338,1.78809219
D800,0.002397628,1.396819176,1152.86,0.067755,0.009443533,800,25,408.8500487,79.59713074,0.0194,0.036839033,2.292278272,1.631241997
D800,0.002390091,1.412954943,1152.86,0.067755,0.009443533,800,25,412.2729072,81.1906988,0.0146,0.061223484,2.331007013,1.631241997
D800,0.002397294,1.423467504,1152.86,0.067755,0.009443533,800,25,416.5919104,82.65165609,0.0188,0.028450389,2.313535068,1.756722151
D800,0.00239403,1.418316054,1152.86,0.067755,0.009443533,800,25,414.5192017,81.94280803,0.018,0.039174577,2.264275175,1.662612036
S50,0.002363225,1.443690681,1151.186,0.067388658,0.008525818,50,6,460.6686317,84.14185251,0.0108,0.097173234,2.309719445,1.819462228
S50,0.002357875,1.424854152,1151.186,0.067388658,0.008525818,50,6,453.6287052,81.77493659,0.0114,0.099153755,2.330925835,1.599871959
S50,0.002360042,1.438548141,1151.186,0.067388658,0.008525818,50,6,458.4093743,83.43094556,0.0114,0.094632373,2.312834879,1.662612036
S50,0.002359489,1.430348879,1151.186,0.067388658,0.008525818,50,6,455.6899394,82.46329724,0.0108,0.099388664,2.313376171,1.505761844
S50,0.002359447,1.436755406,1151.186,0.067388658,0.008525818,50,6,457.7227311,83.20215897,0.0122,0.091311289,2.324054228,1.537131882
S100,0.002360849,1.446526603,1151.186,0.067388658,0.008525818,100,6,461.1093891,84.38780021,0.012,0.086394563,2.312044444,1.850832266
S100,0.002357917,1.443908831,1151.186,0.067388658,0.008525818,100,6,459.7034034,83.97823973,0.0114,0.090802763,2.3095972,1.537131882
S100,0.002358597,1.436412743,1151.186,0.067388658,0.008525818,100,6,457.4487429,83.1325234,0.0108,0.096786137,2.314251368,1.599871959
S100,0.002362631,1.446604538,1151.186,0.067388658,0.008525818,100,6,461.4824147,84.46061802,0.011,0.092066403,2.299677968,1.662612036
S100,0.002358767,1.440704171,1151.186,0.067388658,0.008525818,100,6,458.8484847,83.63602632,0.0116,0.089125942,2.298125383,1.819462228
S200,0.002370256,1.422146547,1152.86,0.067755,0.009443533,200,6,411.5111105,81.56786349,0.013,0.079021304,2.276398727,1.599871959
S200,0.002379499,1.437229275,1152.86,0.067755,0.009443533,200,6,417.4972507,83.63206983,0.0128,0.082485293,2.272829187,1.662612036
S200,0.002376633,1.425519994,1152.86,0.067755,0.009443533,200,6,413.5970452,82.17579439,0.0124,0.085928574,2.286129747,1.443021767
S200,0.002375156,1.435650286,1152.86,0.067755,0.009443533,200,6,416.2774258,83.29610475,0.0122,0.084845762,2.261135889,1.693982074
S200,0.002373763,1.438430372,1152.86,0.067755,0.009443533,200,6,416.8389022,83.56997235,0.013,0.078332113,2.262462882,1.693982074
S400,0.002365345,1.432152597,1152.86,0.067755,0.009443533,400,6,413.5478851,82.54832581,0.0122,0.084160395,2.265209939,1.725352113
S400,0.002370678,1.427324074,1152.86,0.067755,0.009443533,400,6,413.0829571,82.17752151,0.0126,0.083295031,2.260113665,1.631241997
S400,0.002365091,1.430334685,1152.86,0.067755,0.009443533,400,6,412.9785445,82.33004066,0.0122,0.084402416,2.26545348,1.537131882
S400,0.002378825,1.428299227,1152.86,0.067755,0.009443533,400,6,414.785642,82.57262409,0.0116,0.090654755,2.262923493,1.505761844
S400,0.002377012,1.426629194,1152.86,0.067755,0.009443533,400,6,413.98497,82.31687056,0.0124,0.084572862,2.264649093,1.505761844
S600,0.002385641,1.426369649,1152.86,0.067755,0.009443533,600,6,415.4122399,82.58564185,0.0148,0.057060406,2.256457642,1.631241997
S600,0.00238152,1.418911523,1152.86,0.067755,0.009443533,600,6,412.5262767,81.58308112,0.012,0.086371125,2.244555717,1.443021767
S600,0.002385389,1.426054617,1152.86,0.067755,0.009443533,600,6,415.2765994,82.54044178,0.0188,0.044068552,2.251435767,1.78809219
S600,0.002387741,1.428140765,1152.86,0.067755,0.009443533,600,6,416.2941697,82.86373693,0.0144,0.062295862,2.259728358,1.631241997
S600,0.002375873,1.423107004,1152.86,0.067755,0.009443533,600,6,412.7650323,81.87166549,0.0122,0.085140344,2.239327466,1.505761844
S800,0.002391433,1.418691308,1152.86,0.067755,0.009443533,800,6,414.1790341,81.89722557,0.0122,0.083078411,2.303463897,1.693982074
S800,0.002403307,1.418674141,1152.86,0.067755,0.009443533,800,6,416.2305674,82.30188729,0.014,0.069091523,2.318188487,1.631241997
S800,0.00240685,1.412561189,1152.86,0.067755,0.009443533,800,6,415.0479622,81.71442443,0.0142,0.073572879,2.293922562,1.662612036
S800,0.002404308,1.407066842,1152.86,0.067755,0.009443533,800,6,412.9969638,80.99435633,0.012,0.089342078,2.312004574,1.662612036
S800,0.002406058,1.419058624,1152.86,0.067755,0.009443533,800,6,416.8199775,82.4407689,0.0118,0.087613921,2.305107446,1.725352113
D50,0.002255908,1.602425835,1152.482,0.067671018,0.009228031,50,25,451.4652428,98.65261874,0.0106,0.08854917,2.551150309,1.872611465
D50,0.002259599,1.607662157,1152.482,0.067671018,0.009228031,50,25,453.6816832,99.46090207,0.0106,0.085644713,2.530407846,2.02866242
D50,0.002279882,1.658179008,1152.482,0.067671018,0.009228031,50,25,472.137926,106.7595317,0.0106,0.081878349,2.50789591,2.059872611
D50,0.002260301,1.60205191,1152.482,0.067671018,0.009228031,50,25,452.2390187,98.79864163,0.0108,0.085534378,2.579330174,2.059872611
D50,0.002256567,1.600858562,1152.482,0.067671018,0.009228031,50,25,451.1555611,98.48852595,0.0106,0.091633991,2.550404569,1.966242038
D100,0.00234476,1.647321038,1152.482,0.067671018,0.009228031,100,25,482.3938065,108.3643243,0.0108,0.076131967,2.406558707,1.872611465
D100,0.002337725,1.642208894,1152.482,0.067671018,0.009228031,100,25,479.4539837,107.3696879,0.0108,0.078433727,2.424481226,2.059872611
D100,0.002345648,1.646358538,1152.482,0.067671018,0.009228031,100,25,482.2946283,108.2787427,0.0108,0.078830409,2.437580559,1.872611465
D100,0.00234531,1.643353354,1152.482,0.067671018,0.009228031,100,25,481.3448154,107.8682451,0.0106,0.079601614,2.421963301,1.872611465
D100,0.00232372,1.602071232,1152.482,0.067671018,0.009228031,100,25,464.9332826,101.5731259,0.0106,0.083974687,2.433721572,1.560509554
D200,0.002371352,1.619495268,1152.482,0.067671018,0.009228031,200,25,479.6239318,105.9221745,0.0108,0.084283691,2.432216992,1.747770701
D200,0.002364355,1.612920282,1152.482,0.067671018,0.009228031,200,25,476.2671179,104.7538179,0.011,0.085831765,2.439415531,1.841401274
D200,0.002366452,1.613313183,1152.482,0.067671018,0.009228031,200,25,476.8057074,104.8978259,0.0106,0.085383052,2.431978139,1.71656051
D200,0.002359566,1.617106131,1152.482,0.067671018,0.009228031,200,25,476.5359871,105.0849656,0.0112,0.082897043,2.417912189,1.872611465
D200,0.002367667,1.615819745,1152.482,0.067671018,0.009228031,200,25,477.7918091,105.2780835,0.011,0.083797415,2.430729546,1.778980892
D400,0.002345945,1.611319447,1152.32,0.06763525,0.009137186,400,25,476.7163415,103.7722017,0.0112,0.080188877,2.495810042,2.184713376
D400,0.002356115,1.601405505,1152.32,0.06763525,0.009137186,400,25,475.837319,102.9435545,0.0112,0.081662639,2.500932047,1.810191083
D400,0.002357799,1.605444592,1152.32,0.06763525,0.009137186,400,25,477.3784064,103.5374429,0.012,0.073043498,2.493851185,2.02866242
D400,0.002329732,1.60688443,1152.32,0.06763525,0.009137186,400,25,472.1188296,102.4885402,0.0114,0.080031776,2.539970885,2.247133758
D400,0.002341542,1.635632235,1152.32,0.06763525,0.009137186,400,25,483.0012323,106.7267397,0.011,0.08046566,2.516497463,2.091082803
D600,0.002376952,1.608763111,1152.32,0.06763525,0.009137186,600,25,482.2510947,104.810469,0.0132,0.068611841,2.547285901,2.122292994
D600,0.002382164,1.596935321,1152.32,0.06763525,0.009137186,600,25,479.7552099,103.5014346,0.0178,0.037123218,2.436899708,1.71656051
D600,0.002384246,1.607620809,1152.32,0.06763525,0.009137186,600,25,483.3874029,104.9828336,0.0184,0.034330351,2.544729567,2.02866242
D600,0.002387365,1.607569858,1152.32,0.06763525,0.009137186,600,25,484.0044212,105.113507,0.014,0.057927489,2.494341893,2.153503185
D600,0.002386575,1.596183108,1152.32,0.06763525,0.009137186,600,25,480.4171376,103.5954174,0.0142,0.058194104,2.495167323,1.747770701
D800,0.002384496,1.600625619,1152.32,0.06763525,0.009137186,800,25,481.3344532,104.0821023,0.017,0.040459577,2.523521034,1.903821656
D800,0.002381373,1.59678888,1152.32,0.06763525,0.009137186,800,25,479.5518281,103.4480702,0.0168,0.042920668,2.505860679,1.872611465
D800,0.00238857,1.605270201,1152.32,0.06763525,0.009137186,800,25,483.5559777,104.8658891,0.019,0.03121198,2.435591109,2.122292994
D800,0.002389068,1.609725559,1152.32,0.06763525,0.009137186,800,25,484.9992484,105.470802,0.0172,0.042532999,2.450759489,1.810191083
D800,0.002392305,1.609075492,1152.32,0.06763525,0.009137186,800,25,485.460292,105.5284298,0.0138,0.059175406,2.457880084,1.872611465
S50,0.002355778,1.601647579,1152.482,0.067671018,0.009228031,50,6,471.2229854,102.9200023,0.0112,0.084040661,2.458894978,1.903821656
S50,0.002365487,1.623946825,1152.482,0.067671018,0.009228031,50,6,479.7528034,106.2418648,0.0114,0.078941171,2.443524954,1.872611465
S50,0.002357715,1.605868416,1152.482,0.067671018,0.009228031,50,6,472.8531981,103.5482221,0.0124,0.074219032,2.4462853,2.091082803
S50,0.002372147,1.624431126,1152.482,0.067671018,0.009228031,50,6,481.2469695,106.6045324,0.0124,0.074685426,2.436664803,1.872611465
S50,0.002357294,1.602852013,1152.482,0.067671018,0.009228031,50,6,471.8807605,103.1411708,0.0108,0.085148941,2.430834245,1.997452229
S100,0.002349452,1.622575547,1152.482,0.067671018,0.009228031,100,6,476.0983051,105.3435431,0.0132,0.066048546,2.423006829,2.059872611
S100,0.002349706,1.610744821,1152.482,0.067671018,0.009228031,100,6,472.6778865,103.8241509,0.0118,0.073813691,2.428058594,1.810191083
S100,0.002360112,1.624437108,1152.482,0.067671018,0.009228031,100,6,478.807199,106.0644716,0.011,0.076131264,2.427931445,1.778980892
S100,0.002356705,1.608395879,1152.482,0.067671018,0.009228031,100,6,473.3944981,103.8299195,0.0116,0.07672902,2.436739376,1.872611465
S100,0.002369217,1.618742058,1152.482,0.067671018,0.009228031,100,6,478.9692797,105.7284023,0.011,0.079489032,2.434408586,1.747770701
S200,0.002392223,1.605072919,1152.482,0.067671018,0.009228031,200,6,479.5362352,104.959694,0.0128,0.065022654,2.38490477,2.122292994
S200,0.002392637,1.609469269,1152.482,0.067671018,0.009228031,200,6,480.9330622,105.5537537,0.0144,0.062732551,2.389709097,1.966242038
S200,0.002380748,1.602340145,1152.482,0.067671018,0.009228031,200,6,476.423513,104.1008463,0.0122,0.074215636,2.417374609,1.747770701
S200,0.002393632,1.607596366,1152.482,0.067671018,0.009228031,200,6,480.5731852,105.3520303,0.0134,0.064593802,2.404362305,1.966242038
S200,0.002389401,1.600776517,1152.482,0.067671018,0.009228031,200,6,477.6884566,104.2753871,0.0146,0.058751375,2.419070098,1.841401274
S400,0.002385702,1.606789708,1152.32,0.06763525,0.009137186,400,6,483.4325541,104.9383609,0.0128,0.070692372,2.401888874,1.747770701
S400,0.002397608,1.60405159,1152.32,0.06763525,0.009137186,400,6,485.0172884,105.1029472,0.0122,0.069581499,2.395168219,1.997452229
S400,0.002396574,1.606426207,1152.32,0.06763525,0.009137186,400,6,485.5256637,105.3688679,0.0118,0.073337736,2.432666343,2.153503185
S400,0.002388404,1.604941474,1152.32,0.06763525,0.009137186,400,6,483.4233235,104.8156526,0.015,0.057000053,2.383491014,1.872611465
S400,0.002379914,1.598866057,1152.32,0.06763525,0.009137186,400,6,479.8815211,103.6538536,0.0128,0.068722891,2.407730185,1.810191083
S600,0.002376243,1.603648548,1152.32,0.06763525,0.009137186,600,6,480.5743924,104.1140076,0.0126,0.07124211,2.458733728,2.059872611
S600,0.00239301,1.606552098,1152.32,0.06763525,0.009137186,600,6,484.8418096,105.2287036,0.0154,0.050078127,2.431071561,1.966242038
S600,0.002385868,1.605039909,1152.32,0.06763525,0.009137186,600,6,482.9397667,104.7172302,0.015,0.046083198,2.448813984,1.903821656
S600,0.002383913,1.601562445,1152.32,0.06763525,0.009137186,600,6,481.4984979,104.1785135,0.0246,0.025042111,2.419401756,2.091082803
S600,0.002392969,1.607125487,1152.32,0.06763525,0.009137186,600,6,485.0064491,105.3020061,0.0124,0.069025434,2.467632558,1.997452229
S800,0.002386783,1.601152655,1152.32,0.06763525,0.009137186,800,6,481.9548376,104.2505672,0.0208,0.03353474,2.474028012,2.091082803
S800,0.002395621,1.60289869,1152.32,0.06763525,0.009137186,800,6,484.266985,104.8649318,0.0228,0.03134877,2.376310192,1.810191083
S800,0.002395497,1.603488013,1152.32,0.06763525,0.009137186,800,6,484.4199044,104.9366124,0.0168,0.045111664,2.433759695,1.778980892
S800,0.002394751,1.599429868,1152.32,0.06763525,0.009137186,800,6,483.0435178,104.3736337,0.0148,0.058561212,2.403238898,2.02866242
S800,0.002396201,1.602789888,1152.32,0.06763525,0.009137186,800,6,484.3513032,104.8760711,0.0118,0.072730912,2.433044644,1.903821656
D50,0.002241367,0.566417078,1199.7586,0.06696036,0.037690117,50,25,40.41249681,12.88432682,0.0112,0.241600127,1.589431846,0.625
D50,0.002253897,0.591267498,1199.7586,0.06696036,0.037690117,50,25,42.42133874,14.11815958,0.011,0.219944872,1.562397952,0.563938619
D50,0.002263679,0.595689029,1199.7586,0.06696036,0.037690117,50,25,42.9240583,14.39229617,0.0112,0.222252236,1.555646262,0.563938619
D50,0.002254739,0.58917319,1199.7586,0.06696036,0.037690117,50,25,42.28688359,14.0235629,0.0108,0.230242052,1.539581805,0.563938619
D50,0.002256246,0.592763611,1199.7586,0.06696036,0.037690117,50,25,42.57301815,14.2044913,0.0108,0.22773923,1.555216413,0.595268542
D100,0.002280269,0.557383175,1199.7586,0.06696036,0.037690117,100,25,40.45818045,12.69316462,0.0112,0.246167876,1.549823783,0.595268542
D100,0.002279129,0.56928163,1199.7586,0.06696036,0.037690117,100,25,41.30117719,13.23424926,0.011,0.242128467,1.550599187,0.563938619
D100,0.002285918,0.561207065,1199.7586,0.06696036,0.037690117,100,25,40.83666036,12.8998024,0.0112,0.254274448,1.55695821,0.532608696
D100,0.002285568,0.563480139,1199.7586,0.06696036,0.037690117,100,25,40.99578568,13.00252019,0.0112,0.250619099,1.546230414,0.532608696
D100,0.002278602,0.565818568,1199.7586,0.06696036,0.037690117,100,25,41.04045078,13.07070544,0.0114,0.239260025,1.556457307,0.626598465
D200,0.002288279,0.55204116,1199.4826,0.06692756,0.037049434,200,25,40.89712693,12.49800931,0.011,0.263359171,1.549875433,0.563938619
D200,0.002292295,0.550672554,1199.4826,0.06692756,0.037049434,200,25,40.86733742,12.45794358,0.011,0.264858648,1.558093969,0.532608696
D200,0.002289196,0.552494539,1199.4826,0.06692756,0.037049434,200,25,40.94712383,12.52356506,0.0108,0.264790738,1.554728738,0.501278772
D200,0.002295259,0.55102858,1199.4826,0.06692756,0.037049434,200,25,40.94663588,12.49018687,0.011,0.261981581,1.561541857,0.595268542
D200,0.002295259,0.546279602,1199.4826,0.06692756,0.037049434,200,25,40.59374185,12.27582402,0.0108,0.271329661,1.556081921,0.563938619
D400,0.002291161,0.548572665,1199.4826,0.06692756,0.037049434,400,25,40.69135191,12.35699488,0.011,0.26275508,1.542456238,0.532608696
D400,0.002303564,0.554069738,1199.4826,0.06692756,0.037049434,400,25,41.32159728,12.67412879,0.0112,0.252386145,1.545031608,0.626598465
D400,0.002298741,0.563113779,1199.4826,0.06692756,0.037049434,400,25,41.90816329,13.06385544,0.0116,0.230197341,1.537369758,0.563938619
D400,0.002312012,0.564180491,1199.4826,0.06692756,0.037049434,400,25,42.22994821,13.18910112,0.0114,0.242272986,1.544806451,0.626598465
D400,0.002304215,0.56384056,1199.4826,0.06692756,0.037049434,400,25,42.06217165,13.12878661,0.011,0.246303023,1.539156414,0.626598465
D600,0.002307424,0.542438672,1199.3464,0.06691104,0.036733188,600,25,40.86617648,12.1695772,0.0198,0.047186542,1.542447237,0.595268542
D600,0.00223644,0.538269892,1199.3464,0.06691104,0.036733188,600,25,39.3045997,11.61460127,0.011,0.246466499,1.546575518,0.563938619
D600,0.002316678,0.535332555,1199.3464,0.06691104,0.036733188,600,25,40.49256689,11.90035186,0.0134,0.189502126,1.541695288,0.501278772
D600,0.002319654,0.534026096,1199.3464,0.06691104,0.036733188,600,25,40.44563488,11.85755032,0.0278,0.065739166,1.550522448,0.626598465
D600,0.002289371,0.536909591,1199.3464,0.06691104,0.036733188,600,25,40.13315986,11.82947188,0.0156,0.149412423,1.543662144,0.563938619
D800,0.002304605,0.542333609,1199.3464,0.06691104,0.036733188,800,25,40.80835871,12.15000584,0.0126,0.201230633,1.54433342,0.563938619
D800,0.002303087,0.540370181,1199.3464,0.06691104,0.036733188,800,25,40.63382032,12.05424101,0.0184,0.098327356,1.539910547,0.501278772
D800,0.002311061,0.549208809,1199.3464,0.06691104,0.036733188,800,25,41.44143986,12.49491109,0.0168,0.115582445,1.545442519,0.595268542
D800,0.002303824,0.546713724,1199.3464,0.06691104,0.036733188,800,25,41.12400254,12.34287108,0.0294,0.06157106,1.539417335,0.532608696
D800,0.00230751,0.542022182,1199.3464,0.06691104,0.036733188,800,25,40.83633259,12.15135285,0.022,0.05583353,1.54238931,0.563938619
S50,0.002308227,0.549595097,1199.7586,0.06696036,0.037690117,50,6,40.38198831,12.49223826,0.0108,0.249969034,1.548807985,0.75
