Sample,Droplet diameter [m],Impact velocity [m/s],Density [kg/m3],Surface Tension [N/m],Dynamic Viscosity [Pa s],Distance between adjacent laser beam passes [µm],Average depth of micro-channels [µm],Reynolds number,Weber number,Contact time [s],Rebound efficiency,Spreading coefficient,Lamella velocity [m/s]
D400,0.002444178,1.403440027,997.2375,0.07246,0.000943923,400,25,3624.003868,66.25531838,0.0122,0.066152131,2.801594694,2.139873418
D400,0.002435102,1.395859806,997.2375,0.07246,0.000943923,400,25,3591.046654,65.29818095,0.0104,0.076074229,2.750904643,2.046835443
D600,0.002491811,1.418348786,997.2375,0.07246,0.000943923,600,25,3733.87902,68.98926492,0.0122,0.065192253,2.782887365,2.294936709
D600,0.002492951,1.416475362,997.2375,0.07246,0.000943923,600,25,3730.65295,68.83861258,0.0126,0.067587579,2.84132757,2.015822785
D600,0.002493187,1.415213825,997.2375,0.07246,0.000943923,600,25,3727.682882,68.72254838,0.0116,0.094812,2.766425103,2.294936709
D600,0.002487404,1.40746678,997.2375,0.07246,0.000943923,600,25,3698.678177,67.81455743,0.0142,0.047175117,2.732959456,1.984810127
D600,0.002491575,1.412576453,997.2375,0.07246,0.000943923,600,25,3718.330992,68.42239044,0.0112,0.065462137,2.763235638,2.263924051
D800,0.002485513,1.412251472,997.2375,0.07246,0.000943923,800,25,3708.430147,68.22450177,0.0118,0.06845129,2.63522,2.077848101
D800,0.002479396,1.420227978,997.2375,0.07246,0.000943923,800,25,3720.197638,68.82754998,0.0132,0.067226876,2.651727808,1.860759494
D800,0.002480305,1.414091856,997.2375,0.07246,0.000943923,800,25,3705.481892,68.25909882,0.012,0.088402419,2.695769239,2.108860759
D800,0.002482042,1.416161515,997.2375,0.07246,0.000943923,800,25,3713.504472,68.50700368,0.0134,0.098433017,2.623911376,1.953797468
D800,0.002477143,1.408046459,997.2375,0.07246,0.000943923,800,25,3684.937074,67.59044325,0.0126,0.048612417,2.604061726,1.829746835
S50,0.002484172,1.412417667,997.2375,0.07246,0.000943923,50,6,3706.866314,68.20375706,0.011,0.10623379,2.731521141,2.108860759
S50,0.002488389,1.414808425,997.2375,0.07246,0.000943923,50,6,3719.442717,68.55099231,0.0104,0.099901814,2.632174683,1.891772152
S50,0.002488074,1.427633763,997.2375,0.07246,0.000943923,50,6,3752.684658,69.79062954,0.0108,0.118438363,2.697323437,1.860759494
S50,0.002485355,1.417550481,997.2375,0.07246,0.000943923,50,6,3722.108689,68.73308201,0.011,0.112172585,2.665334753,2.201898734
S50,0.002485907,1.413765208,997.2375,0.07246,0.000943923,50,6,3712.993728,68.38167572,0.011,0.122186745,2.709654543,1.891772152
S100,0.002495622,1.407925735,997.2375,0.07246,0.000943923,100,6,3712.107971,68.08298379,0.0102,0.066095972,2.644428335,2.170886076
S100,0.002495897,1.41107105,997.2375,0.07246,0.000943923,100,6,3720.810468,68.39504883,0.0102,0.080336764,2.67892849,2.139873418
S100,0.002498408,1.410071264,997.2375,0.07246,0.000943923,100,6,3721.914547,68.36686944,0.0128,0.05550546,2.651410329,1.92278481
S100,0.002494366,1.400984184,997.2375,0.07246,0.000943923,100,6,3691.946274,67.37935335,0.0114,0.065940655,2.645760415,1.953797468
S100,0.00250526,1.402761677,997.2375,0.07246,0.000943923,100,6,3712.776282,67.84547814,0.011,0.063824894,2.649109535,1.891772152
S200,0.002499936,1.409366114,997.2375,0.07246,0.000943923,200,6,3722.329603,68.34030071,0.0106,0.081293361,2.67459967,2.170886076
S200,0.002515485,1.403000483,997.2375,0.07246,0.000943923,200,6,3728.563522,68.14556563,0.0116,0.114711649,2.653136363,2.325949367
S200,0.002509909,1.403909986,997.2375,0.07246,0.000943923,200,6,3722.711161,68.08271063,0.0108,0.072660206,2.703511806,2.170886076
S200,0.002509051,1.405757643,997.2375,0.07246,0.000943923,200,6,3726.335019,68.23867495,0.0118,0.051651265,2.650051828,2.294936709
S200,0.002512289,1.404973231,997.2375,0.07246,0.000943923,200,6,3729.062975,68.25052576,0.0106,0.078528017,2.691075341,2.139873418
S400,0.002511899,1.401038028,997.2375,0.07246,0.000943923,400,6,3718.040968,67.85819884,0.011,0.061053349,2.800140568,2.201898734
S400,0.002511782,1.396505443,997.2375,0.07246,0.000943923,400,6,3705.839876,67.41670412,0.0104,0.078326269,2.686679766,2.325949367
S400,0.002521514,1.398559206,997.2375,0.07246,0.000943923,400,6,3725.669174,67.87711555,0.011,0.068651226,2.64679232,2.077848101
S400,0.002515874,1.401229334,997.2375,0.07246,0.000943923,400,6,3724.433073,67.98414322,0.0106,0.060130843,2.721755729,1.860759494
S400,0.002513342,1.400485295,997.2375,0.07246,0.000943923,400,6,3718.708625,67.84360826,0.0112,0.074966825,2.689948259,2.263924051
S600,0.002530357,1.388268824,997.2375,0.07246,0.000943923,600,6,3711.225868,67.11648311,0.0116,0.127938199,2.647347587,1.891772152
S600,0.00253411,1.385939506,997.2375,0.07246,0.000943923,600,6,3710.493765,66.99065352,0.0108,0.07220968,2.628741468,2.170886076
S600,0.002532872,1.389708561,997.2375,0.07246,0.000943923,600,6,3718.767686,67.32262096,0.0116,0.05179683,2.6300257,2.201898734
S600,0.002533646,1.382130414,997.2375,0.07246,0.000943923,600,6,3699.618447,66.6107301,0.0116,0.107966482,2.653703494,2.325949367
S600,0.002534303,1.377269157,997.2375,0.07246,0.000943923,600,6,3687.562399,66.16014276,0.0124,0.101978133,2.628540977,1.92278481
S800,0.002532601,1.382995503,997.2375,0.07246,0.000943923,800,6,3700.408376,66.66665377,0.0124,0.097078548,2.664593931,2.077848101
S800,0.002535617,1.385761925,997.2375,0.07246,0.000943923,800,6,3712.225016,67.01332265,0.0122,0.05189061,2.656532806,2.263924051
S800,0.002533955,1.385389122,997.2375,0.07246,0.000943923,800,6,3708.793914,66.93337261,0.0126,0.085632053,2.702334908,1.860759494
S800,0.002536312,1.37737384,997.2375,0.07246,0.000943923,800,6,3690.766598,66.22266374,0.014,0.090444671,2.646022521,2.077848101
S800,0.002535965,1.382386538,997.2375,0.07246,0.000943923,800,6,3703.690723,66.69640771,0.0114,0.065481733,2.700193466,1.829746835
D50,0.0024626,1.65587522,997.2375,0.07246,0.000943923,50,25,4308.078122,92.92860353,0.0112,0.065071476,2.994801895,2.28125
D50,0.002489053,1.686490236,997.2375,0.07246,0.000943923,50,25,4434.860357,97.43208906,0.0112,0.07967106,3.017042885,2.378033206
D50,0.002439969,1.589990392,997.2375,0.07246,0.000943923,50,25,4098.649716,84.89332373,0.0114,0.089403356,3.041828615,2.190293742
D50,0.002456019,1.631422153,997.2375,0.07246,0.000943923,50,25,4233.116303,89.9631782,0.0106,0.079611752,2.99137326,2.440613027
D50,0.002434895,1.588102608,997.2375,0.07246,0.000943923,50,25,4085.271283,84.51575858,0.0112,0.104822868,2.98648365,2.315453384
D100,0.002489333,1.642685033,997.2375,0.07246,0.000943923,100,25,4320.155194,92.44679987,0.0108,0.080941261,2.991563797,2.409323116
D100,0.002503196,1.654594205,997.2375,0.07246,0.000943923,100,25,4375.70821,94.31441741,0.0108,0.056604267,3.009996481,2.471902937
D100,0.002497173,1.651989954,997.2375,0.07246,0.000943923,100,25,4358.309111,93.79153958,0.0106,0.099128824,2.962123796,2.565772669
D100,0.002493736,1.650434621,997.2375,0.07246,0.000943923,100,25,4348.213169,93.48617398,0.011,0.101912906,2.956168224,2.346743295
D100,0.002494096,1.655418515,997.2375,0.07246,0.000943923,100,25,4361.973089,94.06520884,0.0104,0.073880255,2.915595762,2.378033206
D200,0.002526829,1.629874139,997.2375,0.07246,0.000943923,200,25,4351.028057,92.38132493,0.013,0.040335424,3.125488432,2.59706258
D200,0.002531127,1.631807323,997.2375,0.07246,0.000943923,200,25,4363.598836,92.75811808,0.0108,0.050595259,2.986670763,2.252873563
D200,0.002516942,1.594388864,997.2375,0.07246,0.000943923,200,25,4239.645884,88.05663186,0.0142,0.03917737,3.122846689,2.346743295
D200,0.002531363,1.624120811,997.2375,0.07246,0.000943923,200,25,4343.450022,91.89489666,0.0106,0.047481305,3.025946716,2.659642401
D200,0.002533293,1.63281609,997.2375,0.07246,0.000943923,200,25,4370.032922,92.95231577,0.015,0.044258253,3.063166499,2.471902937
D400,0.002487449,1.59182024,997.2375,0.07246,0.000943923,400,25,4183.216385,86.74462743,0.013,0.040408008,3.154841788,2.62835249
D400,0.002486928,1.600508375,997.2375,0.07246,0.000943923,400,25,4205.166949,87.67573743,0.0134,0.046527885,3.024652821,2.753512133
D400,0.002491255,1.594284617,997.2375,0.07246,0.000943923,400,25,4196.102867,87.14655342,0.0128,0.043757036,3.205285799,2.690932312
D400,0.002484641,1.589770888,997.2375,0.07246,0.000943923,400,25,4173.114577,86.42374517,0.0126,0.035877144,3.203743204,2.62835249
D400,0.00248761,1.598682536,997.2375,0.07246,0.000943923,400,25,4201.52097,87.49978783,0.013,0.051385716,3.038918026,2.722222222
D600,0.002535221,1.615136094,997.2375,0.07246,0.000943923,600,25,4326.004792,91.01948052,0.014,0.042336312,3.342236258,2.659642401
D600,0.002526,1.592958134,997.2375,0.07246,0.000943923,600,25,4251.08394,88.21496699,0.0154,0.031511243,3.081920399,2.221583653
D600,0.002536519,1.616462919,997.2375,0.07246,0.000943923,600,25,4331.774855,91.21575481,0.0152,0.045717824,3.123416728,2.909961686
D600,0.002531678,1.607653798,997.2375,0.07246,0.000943923,600,25,4299.946913,90.05210282,0.0142,0.036660395,3.124444876,2.284163474
D600,0.002536244,1.613496308,997.2375,0.07246,0.000943923,600,25,4323.355813,90.87139381,0.0138,0.03850797,3.296475183,2.722222222
D800,0.002559571,1.599234307,997.2375,0.07246,0.000943923,800,25,4324.554391,90.09313413,0.0162,0.022931736,3.007268472,2.565772669
D800,0.002563192,1.603359457,997.2375,0.07246,0.000943923,800,25,4341.842905,90.68662461,0.0144,0.040975065,3.095796473,2.315453384
D800,0.002561519,1.593548493,997.2375,0.07246,0.000943923,800,25,4312.45764,89.5217081,0.013,0.037050557,2.985437636,2.252873563
D800,0.002568789,1.606847834,997.2375,0.07246,0.000943923,800,25,4360.789954,91.28053021,0.0138,0.036963483,3.011094667,2.659642401
D800,0.002563659,1.596919329,997.2375,0.07246,0.000943923,800,25,4325.190874,89.97596009,0.0144,0.033944845,3.168463788,2.59706258
S50,0.002584387,1.600232113,997.2375,0.07246,0.000943923,50,6,4369.205919,91.08014822,0.0114,0.073896794,2.959020881,2.440613027
S50,0.002562453,1.606631743,997.2375,0.07246,0.000943923,50,6,4349.449207,91.03090087,0.0126,0.043760133,2.959927376,2.440613027
S50,0.002545859,1.591278123,997.2375,0.07246,0.000943923,50,6,4279.98706,88.72107228,0.0114,0.064023927,3.018549894,2.159003831
S50,0.002560701,1.60844801,997.2375,0.07246,0.000943923,50,6,4351.389149,91.17445709,0.0104,0.052469829,2.976615558,2.503192848
S50,0.002556725,1.596169925,997.2375,0.07246,0.000943923,50,6,4311.468913,89.6484152,0.011,0.058207198,2.981243906,2.409323116
S100,0.00254629,1.605140049,997.2375,0.07246,0.000943923,100,6,4318.001484,90.28881473,0.0106,0.046845014,2.939393159,2.284163474
S100,0.002558948,1.610626059,997.2375,0.07246,0.000943923,100,6,4354.298398,91.35895912,0.0102,0.050574591,2.929744229,2.284163474
S100,0.002557154,1.606769817,997.2375,0.07246,0.000943923,100,6,4340.828917,90.85829195,0.011,0.052535025,3.000321687,2.284163474
S100,0.002545781,1.604645447,997.2375,0.07246,0.000943923,100,6,4315.807716,90.21513621,0.0136,0.041606956,3.087471777,2.378033206
S100,0.00254766,1.604302815,997.2375,0.07246,0.000943923,100,6,4318.071971,90.24319357,0.0154,0.040744117,3.109757546,2.315453384
S200,0.002575651,1.596339031,997.2375,0.07246,0.000943923,200,6,4343.843743,90.33115445,0.0116,0.050065874,2.983634778,2.690932312
S200,0.002583731,1.592460744,997.2375,0.07246,0.000943923,200,6,4346.883514,90.17475509,0.0128,0.045659964,3.076031721,2.659642401
S200,0.002579752,1.593010415,997.2375,0.07246,0.000943923,200,6,4341.687953,90.09806323,0.0118,0.054137154,2.978891815,2.378033206
S200,0.002581336,1.594754668,997.2375,0.07246,0.000943923,200,6,4349.111393,90.35093417,0.0128,0.042595281,3.074036077,2.378033206
S200,0.002576503,1.598056665,997.2375,0.07246,0.000943923,200,6,4349.955539,90.5555821,0.012,0.051453305,3.157526941,2.440613027
S400,0.002569449,1.592376221,997.2375,0.07246,0.000943923,400,6,4322.625903,89.66677895,0.0112,0.079309303,2.893415666,2.346743295
S400,0.002573366,1.589656042,997.2375,0.07246,0.000943923,400,6,4321.820234,89.49692163,0.0108,0.042598518,2.835511238,2.62835249
S400,0.002577896,1.589034942,997.2375,0.07246,0.000943923,400,6,4327.736768,89.5844266,0.011,0.063908709,2.874224375,2.534482759
S400,0.002579636,1.594173366,997.2375,0.07246,0.000943923,400,6,4344.662207,90.22560421,0.0104,0.056490586,2.877137236,2.284163474
S400,0.002567235,1.590009695,997.2375,0.07246,0.000943923,400,6,4312.483932,89.32345153,0.0132,0.043925227,2.934912279,2.471902937
S600,0.002572474,1.595551612,997.2375,0.07246,0.000943923,600,6,4336.345864,90.13075411,0.0116,0.058489454,2.909473986,2.659642401
S600,0.002567701,1.594763183,997.2375,0.07246,0.000943923,600,6,4326.161835,89.87464676,0.0128,0.033423205,3.056239128,2.315453384
S600,0.002578283,1.592749563,997.2375,0.07246,0.000943923,600,6,4338.504447,90.01725706,0.0118,0.044226921,3.048550845,2.471902937
S600,0.002569759,1.587957105,997.2375,0.07246,0.000943923,600,6,4311.150752,89.18056307,0.0134,0.034905676,3.107367274,2.252873563
S600,0.002577702,1.591125175,997.2375,0.07246,0.000943923,600,6,4333.104359,89.81352252,0.014,0.040788056,2.952127628,2.346743295
S800,0.002606672,1.591399242,997.2375,0.07246,0.000943923,800,6,4382.556289,90.85417381,0.0122,0.076631975,2.823288905,2.722222222
S800,0.002604835,1.591045766,997.2375,0.07246,0.000943923,800,6,4378.494964,90.74981754,0.012,0.058123441,2.863719184,2.409323116
S800,0.002598011,1.588076401,997.2375,0.07246,0.000943923,800,6,4358.874818,90.17455806,0.0148,0.029035548,2.851970661,2.534482759
S800,0.002601233,1.586071167,997.2375,0.07246,0.000943923,800,6,4358.770563,90.05854234,0.012,0.067218359,2.838814561,2.503192848
S800,0.002591977,1.586205261,997.2375,0.07246,0.000943923,800,6,4343.62802,89.75326285,0.0132,0.083915621,2.819979547,2.503192848
D50,0.002418127,0.55653373,1045.16375,0.071097813,0.001596807,50,25,880.8510817,11.0100735,0.0114,0.346861118,1.552767498,0.594508301
D50,0.002416436,0.554932206,1045.16375,0.071097813,0.001596807,50,25,877.7018968,10.93914055,0.0116,0.344585889,1.548674901,0.625798212
D50,0.002410899,0.541826133,1045.16375,0.071097813,0.001596807,50,25,855.0093466,10.40463969,0.0116,0.364678386,1.557422765,0.657088123
D50,0.002418787,0.56020414,1045.16375,0.071097813,0.001596807,50,25,886.9023231,11.15882179,0.0116,0.340135333,1.562692913,0.719667944
D50,0.00241788,0.555757836,1045.16375,0.071097813,0.001596807,50,25,879.5330232,10.97827184,0.0114,0.340735096,1.558102838,0.688378033
D100,0.002427553,0.530008936,1045.10055,0.071077093,0.001590276,100,25,845.5463726,10.02682709,0.0112,0.377485993,1.572517305,0.657088123
D100,0.002426855,0.529470886,1045.10055,0.071077093,0.001590276,100,25,844.4449572,10.00360038,0.0114,0.37835072,1.578127171,0.594508301
D100,0.002428539,0.522214487,1045.10055,0.071077093,0.001590276,100,25,833.449844,9.738034035,0.0112,0.388687668,1.571879021,0.625798212
D100,0.002430796,0.520493389,1045.10055,0.071077093,0.001590276,100,25,831.4751788,9.682943773,0.0112,0.388774124,1.585865962,0.563218391
D100,0.002428374,0.519707189,1045.10055,0.071077093,0.001590276,100,25,829.3921162,9.644096128,0.0112,0.391617935,1.566831298,0.594508301
D200,0.002437474,0.529763922,1045.10055,0.071077093,0.001590276,200,25,848.6096051,10.0585001,0.0114,0.380430203,1.566116653,0.625798212
D200,0.002436574,0.530258645,1045.10055,0.071077093,0.001590276,200,25,849.0883619,10.07357325,0.0114,0.38299924,1.576968715,0.594508301
D200,0.002436779,0.527332131,1045.10055,0.071077093,0.001590276,200,25,844.4731349,9.963524101,0.0114,0.383636877,1.576836284,0.625798212
D200,0.002435018,0.533976351,1045.10055,0.071077093,0.001590276,200,25,854.4954629,10.2087998,0.0114,0.374520141,1.583116266,0.563218391
D200,0.002429688,0.535084542,1045.10055,0.071077093,0.001590276,200,25,854.3945697,10.2287788,0.0114,0.369553726,1.576286602,0.594508301
D400,0.00244291,0.530841399,1045.03695,0.071056233,0.001583772,400,25,855.6796744,10.12433402,0.0114,0.380066907,1.567755435,0.594508301
D400,0.002442951,0.528963357,1045.03695,0.071056233,0.001583772,400,25,852.6666488,10.0529918,0.0114,0.381486067,1.562605939,0.594508301
D400,0.002443155,0.52908796,1045.03695,0.071056233,0.001583772,400,25,852.9387579,10.05856882,0.0114,0.379755087,1.567598269,0.594508301
D400,0.002434281,0.535458997,1045.03695,0.071056233,0.001583772,400,25,860.0742092,10.26485002,0.0114,0.371963449,1.55788804,0.625798212
D400,0.002421712,0.536517356,1045.03695,0.071056233,0.001583772,400,25,857.3247507,10.25225976,0.0116,0.36961972,1.555636875,0.625798212
D600,0.002456994,0.504587785,1044.97295,0.071035233,0.001577294,600,25,821.3591876,9.202562385,0.0114,0.416156028,1.568956739,0.594508301
D600,0.002453419,0.503798448,1044.97295,0.071035233,0.001577294,600,25,818.8812845,9.160447459,0.012,0.387773782,1.571242561,0.594508301
D600,0.002458495,0.514862087,1044.97295,0.071035233,0.001577294,600,25,838.595619,9.586993204,0.0134,0.325349868,1.573089533,0.594508301
D600,0.002458089,0.517695843,1044.97295,0.071035233,0.001577294,600,25,843.0720393,9.691216179,0.0188,0.23039546,1.568257404,0.594508301
D600,0.002454476,0.508698085,1044.97295,0.071035233,0.001577294,600,25,827.2013234,9.343514003,0.0114,0.408647452,1.575665406,0.563218391
D800,0.002453379,0.526362808,1044.97295,0.071035233,0.001577294,800,25,855.5435468,9.999222501,0.0118,0.37055597,1.561065551,0.688378033
D800,0.002452606,0.529282777,1044.97295,0.071035233,0.001577294,800,25,860.0187668,10.10728723,0.0132,0.342514484,1.571763461,0.594508301
D800,0.002452525,0.526664497,1044.97295,0.071035233,0.001577294,800,25,855.7360114,10.00720436,0.0144,0.26593767,1.576918877,0.594508301
D800,0.002453623,0.52645201,1044.97295,0.071035233,0.001577294,800,25,855.7735949,10.00360622,0.0198,0.163722384,1.581314446,0.657088123
D800,0.002452891,0.522476112,1044.97295,0.071035233,0.001577294,800,25,849.0572997,9.850138946,0.0192,0.228897838,1.566478551,0.594508301
S50,0.00246522,0.561969017,1045.16375,0.071097813,0.001596807,50,6,906.7756237,11.44480623,0.0112,0.354533022,1.553567545,0.625798212
S50,0.002439601,0.531566393,1045.16375,0.071097813,0.001596807,50,6,848.8054559,10.13355697,0.0112,0.384608724,1.564751479,0.594508301
S50,0.002444297,0.53394916,1045.16375,0.071097813,0.001596807,50,6,854.2516123,10.24429203,0.0112,0.381200742,1.551504027,0.563218391
S50,0.00244874,0.535038761,1045.16375,0.071097813,0.001596807,50,6,857.5508156,10.30484218,0.0114,0.378228838,1.564022461,0.625798212
S50,0.00244601,0.532373057,1045.16375,0.071097813,0.001596807,50,6,852.3269423,10.19104032,0.0114,0.381942627,1.570885043,0.594508301
S100,0.00244442,0.526662415,1045.10055,0.071077093,0.001590276,100,6,846.0453181,9.969396199,0.011,0.38616946,1.566786998,0.657088123
S100,0.002444868,0.525046647,1045.10055,0.071077093,0.001590276,100,6,843.6045388,9.910137964,0.0114,0.387891677,1.57161871,0.625798212
S100,0.002445766,0.52183696,1045.10055,0.071077093,0.001590276,100,6,838.7551528,9.792936537,0.0114,0.387365213,1.576159572,0.594508301
S100,0.002448903,0.522347703,1045.10055,0.071077093,0.001590276,100,6,840.6531638,9.824703301,0.0114,0.394697245,1.574140115,0.53192848
S100,0.002447315,0.519231218,1045.10055,0.071077093,0.001590276,100,6,835.0954609,9.701520872,0.0112,0.396843092,1.575161986,0.563218391
S200,0.002445888,0.52969059,1045.10055,0.071077093,0.001590276,200,6,851.4209714,10.09042605,0.012,0.368166653,1.55049502,0.563218391
S200,0.002450979,0.531518317,1045.10055,0.071077093,0.001590276,200,6,856.1372662,10.18133061,0.0114,0.375610294,1.55748727,0.750957854
